idn,titel,jahr,signatur,qd_verknuepfung_art,qd_idn
1003309399,Beantwortung der Frage,1837,241.1/Wett,DNB,1003309399
1003310133,"Dissertationem politico-moralem, De Bonis et facultatibus prudenter administrandis, praeside ... Io. Georgio Pritio ... publico eruditorum examini submittit auctor Christianus Leberechtus a Pröck",1701,"IV 162, 24",DNB,1003310133
1003310680,"De Eo, quod hominen omni ex parte felicem atque beatum facit ...",1701,"IV 162, 24",DNB,1003310680
1003349145,Illustrierter Weihnachts-Katalog der Verlagsbuchhandlung Georg Wigand in Leipzig,1877,Va 624,DNB,1003349145
1003373062,"Geschiedkundige Aanteekeningen over Haarlemsche schilders en andere beoefenaren van de beeldende kunsten, voorafgegaan door eene korte geschiedenis van het schilders of St. Lucas Gild aldaar",1866,Bö C V 875,DNB,1003373062
1003373283,Korte Berigten over eenige Hollandsche kunstenaars,1867,Bö C V 875,DNB,1003373283
1003376258,"Christian[i] Frid[erici] Wilisch, Liebstadiensis Incunabula scholae Annaebergensis, inque ea publice ab V. C. Docentium recensio, cui inserta est vita Joannis Rivvi a Georgio Fabricio concinnata",1712,"IV 8 B, 1",DNB,1003376258
1003376517,"Viro magnifico, praenobilissimo ...",1708,"IV 8 B, 1 (Angebundenes Werk)",DNB,1003376517
1003392423,"Jean Gutenberg, né en 1412 à Kuttenberg en Bohème",1847,Da 16,DNB,1003392423
1003444393,Liste ausgewählter Keilschriftzeichen zum Gebrauche für Anfänger,1893,Caa 257,DNB,1003444393
1003444520,Sammlung von Keilschrifttexten,1893,,DNB,1003444520
1003453252,ARCVLA ITINERARIA|| Das ist:|| Reisekästlein|| für allerhand zukünff=||tigen krankheiten ...|| Darzu ...||von den extractionibus ...|| Item|| von des Theriacae Andro-||machi gegeben durch|| Ioh. VVittichium municipij Arnsta-||densis Medicum||,1590,"IV 205, 44e",DNB,1003453252
1003453937,PRAESERVATOR SANITATIS||,1590,"IV 205, 44e",DNB,1003453937
1003456049,"[Polnisches Druckprivileg für Johann Reußner, Drucker in Königsberg]",1644,Bö H 257/4°,DNB,1003456049
1003456561,"[Mandat an das Hofgericht in Königsberg, Warschau, v. 17.7.1645, betr. Privileg des Druckers Johann Reussner gegen Paschen Mense]",1645,Bö H 257/4°,DNB,1003456561
1003456901,"[Mandat an das Hofgericht in Königsberg, Warschau, v. 11. Dez. 1645, auf Ausführung des Mandates v. 17. Juli 1645 dringend, betr. Privileg Johann Reussner]",1645,Bö H 257/4°,DNB,1003456901
1003493041,"Pietas critica, quae Veter. et Nov. Testamenti textum originalem integrati & divinae simplicitati vindicare laborat ... proposita",1718,,DNB,1003493041
1003501338,RVDI||MENTA ARITHMETI=||ces,1532,"III 21, 21 a (4. angebundenes Werk)",DNB,1003501338
1003515347,"Fifty years Recollections of an old bookseller; consisting of anecdotes, characteristic sketches, and original traits a. eccentricities, of authors, artists, actors, books, booksellers, and of the periodical press for the last half century, with appropriate selections; a. an unlimited retrospect, including some extraordinary circumstances relative to the letters of Junius, ...",1837,Bö C V 1996,DNB,1003515347
1003548016,Erkenntnisse [und Gutachten] des Kgl. Stadtgerichts in Berlin und des Kgl. Kammergerichts in Berlin in Sachen A[ugust] Würtenberger [Inhaber d. Buchhdlg in Firma Ermanno Loescher] in Florenz contra [S.] Calvary & Co. in Berlin betr[effend den Ankauf] ein[es] Niello von Matteo Dei. 1879 - 1881,1879,Bö H 126/4°,DNB,1003548016
1003581579,"Dr. Gustav Wustmann, Stadtarchivar zu Leipzig",19XX,Bö H 229,DNB,1003581579
1003582494,Briefe von Gustav Wustmann an Albrecht Kirchhoff v. 13. u. 15.1.1891,1890,Bö H 232,DNB,1003582494
1003583903,Zur Geschichte der Erfindung der Buchdruckerkunst,1879,Da 387,DNB,1003583903
1003605656,Murner in der Hölle,1757,"IV 329 A, 4 (2. angebundenes Werk)",DNB,1003605656
1003607497,Die @Schöpfung der Hölle,1760,"IV 329 A, 4 (3. angebundenes Werk)",DNB,1003607497
1003608043,Die @vier Stufen des weiblichen Alters,1757,"IV 329 A, 4 (1. angebundenes Werk)",DNB,1003608043
1003608752,Die @Tageszeiten,1757,"IV 329 A, 4",DNB,1003608752
1003626149,"Catalogue de la bibliothèque de N[icolas] Yemeniz, membre de la Société des bibliophiles français, de la Société française dʹarchéologie ...",1867,Bö G II 715,DNB,1003626149
1003626165,"Katalog einer reichhaltigen Sammlung von Handzeichnungen alter und neuer Meister, ... Kupferstichen ... sowie ... seltenen Manuscripten, Incunabeln ... z.T. aus dem Nachlass der Herren Peter Geiger in Augsburg und H. Courten in Odessa",1883,"Od 68, [1]",DNB,1003626165
100363009X,"Programma litterarium ad bibliophilos, typothetas et bibliopegos, tum et quosvis liberalium artium amatores Josephi Załuski ... editum anno 1732",1742,Bö D VI 141,DNB,100363009X
1003641571,Soldaten-Büchlein,1860,Va 2557,DNB,1003641571
1003642233,Waldfräulein,1859,Va 2557,DNB,1003642233
1003644473,Zehner,1678,"IV 131, 3d",DNB,1003644473
1003644619,Compendii grammatici pars ...,1681,,DNB,1003644619
1003645151,"Sententiae insigniores, in usum scholarum, ex optimis quibusque autoribus collectae, & in libellos tres ordine alphabetico distributae",1626,"IV 131, 3d (angebundenes Werk)",DNB,1003645151
1003651968,"Lettera dellʹ Abbate Andrea Zannoni Custode perpetuo della Biblioteca comunale di Faenza Accademico Italiano al Ch. Sig. Abb. Gio. Battista Zannoni Secondo Bibliotecario della Magliabecchiana, contenente la relazione di alcune edizioni del secolo 15. non conosciute finora dai bibliografi",1808,Bö F III 119,DNB,1003651968
100365200X,Avvertimenti di Giampietro Cavazzoni Zanotti per lo incamminamento di un giovane alla pittura,1756,Bö C III 11,DNB,100365200X
1003652395,Aelteste Buchdruckergeschichte von Mainz von ders. Erfindung bis auf d. J. 1499,1790,Bö C V 570,DNB,1003652395
1003652395,Aelteste Buchdruckergeschichte von Mainz von ders. Erfindung bis auf d. J. 1499,1790,241.2/Mainz/Zapf,DNB,1003652395
1003653227,Phönix-Tiegeldruckpresse,1902,"Dbb 22, [4]",DNB,1003653227
1003653227,Phönix-Tiegeldruckpresse,1902,"Dbb 22, [4a]",DNB,1003653227
1003656625,"Christian Zeisens himmels-schöne königliche Braut-Kammer, welche der überirdische Salomo ... bestehend aus e. nach Anleitg göttl. Worts verfertigten Gebet- u. Gesang-Buch",1777,"IV 205, 68a",DNB,1003656625
1003674704,Zeitungen mit farbigen Illustrationen,1899,Bö B III 62c,DNB,1003674704
1003700403,"Kurz-gefaßte Historie der gedruckten Bibel-Version und anderer Schriften D. Mart. Lutheri, in der Beschreibung des Lebens und fatorum Hanns Luffts, berühmten Buchdruckers und Händlers zu Wittenberg, auch anderer dasigen und benach barten typographorum",1727,Da 160,DNB,1003700403
1003735746,Die @Reichsdruckerei gegenüber der Privatindustrie,1880,Bö B III 675/4°,DNB,1003735746
1003735746,Die @Reichsdruckerei gegenüber der Privatindustrie,1880,Bö B III 680,DNB,1003735746
1003743072,Gedanken über die verschiedenen Meinungen der Gelehrten vom Ursprunge der Sprachen,1773,"IV 33, 4a",DNB,1003743072
100374933X,[Zollabgaben],1767,Sb 198,DNB,100374933X
1003755755,Die @alte Papiermühle in Welhartitz,1923,Ba 265,DNB,1003755755
1003755755,Die @alte Papiermühle in Welhartitz,1923,Ba 265a,DNB,1003755755
1003759602,"Historia Zosimi, comitis et exadvocati fisci, ab Augusto Caesare ad Constantini Magni filios",1679,"IV 440, 3",DNB,1003759602
1003765599,Der @Marschall von Sachsen,1804,Va 2192,DNB,1003765599
1003779646,Ein @zu seiner Ruhe eingehender rechter Israelit ...,19XX,Ba 197,DNB,1003779646
1003779646,Ein @zu seiner Ruhe eingehender rechter Israelit ...,19XX,Ba 197a,DNB,1003779646
1003781772,"CHRISTIA||NAE FIDEI A HVLD=||RYCHO ZVINGLIO PRAEDICA=||tae breuis & clara exposito, ab ipso Zuin-||glio paulò ante mortem eius ad Regem|| Christianum scripta, hactenus à ne=||mine excusa & nunc primum|| in lucem aedita|| Matth. 11.|| ... || M. D. XXXVI. [Vorrede: Heinrich Bullinger]",1536,"III 108, 2c (1. angebundenes Werk)",DNB,1003781772
1003782000,"AD CARO||LVM ROM. IMPE=||RATOREM, FIDEI HVLD=||rychi Zuinglij ratio",1530,"III 108, 2c (2. angebundenes Werk)",DNB,1003782000
1003784208,"OVPS ARTICVLO=||RVM SIVE CONCLVSIONVM A|| sanctae memoriae clarißimo uiro Huldrycho Zuinglio|| in uernacula lingua conscriptum, nunc uero à|| Leone Judane in Latinum uresum, recens qui=||dem natum & nunc primum impresum,|| cuius argumentum uersis aliquot|| paginis inuenies.|| Matth. Xi|| ...",1535,"III 108, 2c",DNB,1003784208
1003802885,"HISTORIA|| BOHEMICA.|| Habes hic candide lector, Aeneae Syluij de Bo||hemorum origine ...|| elegantiss. libellum ...||",1532,Bö M 226/8° (angebundenes Werk),DNB,1003802885
1003819168,"Da Gottes Gütigkeit das 3. Jubel-Fest der Kunst Buchdruckerey vergnügt uns feyren läst, so will von solcher Kunst ein Mitglied hier nicht schweigen ...",1740,Bö C V 647/4°,DNB,1003819168
1003820360,"Žurnal vysočajše ucreždennoj kommissii dlja peresmotra, dopolnenija i izměnenija postanovlenij po dělam knigopečatanija",1862,Bö E IV 1238,DNB,1003820360
1003821812,"Zusatz zu den Artikeln der Hamburg-Altonaischen Buchdrucker-Wittwen-Casse, beschlossen in der Extra-Versammlung am 23. März 1862,",1862,Bö B III 844,DNB,1003821812
1003825370,Neu vermehrtes Paradis-Gärtlein ...,1705,Bö M 86,DNB,1003825370
1003825478,"Arriani Nicomedensis, novi Xenophontis appellati. De Rebus gestis Alexādri Magni regis Macedonum libri octo, summa diligentia ad Graecum exemplar emendati, & innumeris quibus antea scatebant mendis repurgati",1552,Bö M 396/8° (angebunden),DNB,1003825478
100383650X,Die @Schul-Programme und Dissertationen und ihr Vertrieb durch den Buchhandel,1864,Bö F III 309,DNB,100383650X
1003838154,Die @gantze Heilige Schrifft|| Alten und Neuen Testaments|| Deutsch||,1683,Bö M 290/8°,DNB,1003838154
1003838979,The @Bible,1606,Bö M 71,DNB,1003838979
1003853781,Sancti Bonaventurae doctoris seraphici Breviloquium theologiae,1511,Bö M 341,DNB,1003853781
1003853781,Sancti Bonaueture doctoris seraphici Breuiloquiu theologie quo omnis laus,1511,Bö M 341,DNB,1003853781
1003855105,Ein @proceß|| der gerichts Ordenung|| aus Bepstlichen vnd Key=||serlichen rechten/ auffs k#[ue]r=||tzte zu hauffen yñ dis b#[ue]ch=||leyn verf#[ue]get/ den yhenigen|| die sich yn ynn sachen zu f#[ue]ren|| vben ...|| sehr n#[ue]tzlich vnd for=||treglich/ ytzuder auffs newe|| ... vberse=||hen vñ Corrigirt/ auch mitt|| vyl annotationibus gemert|| vnd gebessert.,1529,Bö M 387/8°,DNB,1003855105
1003855970,"Christliche Leich- und Ehrn Predigt ... Justina Adler, Ehefrau des Weißgerbers Hieronymus Adler zu Adorf [gestorben] 2. Apr. 1625",1625,Bö M 5,DNB,1003855970
1003866212,TRACTATVS|| DE EXECV-||TORIBVS VLTI-||MARVM VOLVNTA-||tum duorum celeberrimo-||rum iurisconsulto-||rum.|| IOAN. IACOBI à|| Canibus Patauini.|| IOAN. OLDEN-||dorpij.|| Cùm summarijs & indice me-||thodico.||,1593,Bö M 381 (1. angebundenes Werk),DNB,1003866212
100386628X,"Caroli Carafa Episcopi Aversani commentaria de Germania sacra restaurata, sub summis PP. Gregorio XV, & ... Urbano VIII",1639,Bö M 69,DNB,100386628X
1003866484,Catullvs. Tibvllvs. Propertivs,1546,Bö M 396/8°,DNB,1003866484
1003866883,Marci Tullij Cice=||ronis pro. Q. Liga=||rio Oratio||...||,1516,Bö M 128/4°,DNB,1003866883
1003867162,"EVANGELIA|| ANNIVERSARIA|| DOMINICORVM|| ET FESTORVM|| DIERVM,|| Germanicè, Latinè, Graecè,|| & Ebraicè.||",1579,Bö M 305 (1. angebundenes Werk,DNB,1003867162
1003868096,"DEMO-||STHENIS ORATIONES OLYN=||thiacae tres, cum quatuor Philip=||picis",1545,Bö M 250,DNB,1003868096
100386869X,"CONSVETVDINES|| sive|| CONSTITVTIONES|| ALMAE PARISI-||ORVM VRBIS, ATQVE A=||DEO TOTIVS REGNI FRANCIAE|| PRINCIPALES: COMMENTARIIS AM-||plissimis ...||illustratae & explicatae:|| PER D. CAROLVM MOLINAEVM, IVRECONSVLTVM|| CLARISSIMVM, PARISIENSEM ...||",1575,,DNB,100386869X
1003871720,"TRACTATVS|| DE ORIGINE,|| PROGRESSV ET EXCELLEN-||TIA REGNI ET MONARCHIAE FRAN-||corum, et Coronae Franciae, Authore Domi",1525,Bö M 112 (angebunden),DNB,1003871720
1003876463,Epiktētu Encheiridion tu proteru plēresteru kai amolōtoteru,1550,Bö M 225 (2. angebundenes Werk),DNB,1003876463
1003881122,"Decreta diplomata, privilegia aliqua ...",1629,Bö M 69 (angebundenes Werk),DNB,1003881122
1003891667,Claudii Galeni ... de morborum et symptomatum differentiis et causis libri sex,1547,Bö M 194/8°,DNB,1003891667
100389321X,CL. Galeni Pergameni de naturalibus facultatibus libri tres,1548,Bö M 89 (angebundenes Werk),DNB,100389321X
1003893767,Claudii Galeni Pergameni de sanitate tuenda libri sex,1548,Bö M 89,DNB,1003893767
1003895042,Vermehrtes Kirchen- und Haus-Gesangbuch für Neu-Vorpommern und Rügen,1827,Bö M 324/8°,DNB,1003895042
1003895220,Neu Lüneburgisches Gesangsbuch ...,1705,Bö M 86 (angebundenes Werk),DNB,1003895220
1003899994,Christliche Gebete ...,1683,Bö M 290/8° (angebunden),DNB,1003899994
1003919030,Scala paradisi,1505,Bö M 341 (angebunden),DNB,1003919030
1003924484,"[Leichenpredigt auf Georgius Dober, Bürgermeister zu Ölsnitz, gest., am Himmelfahrtstage 1599]",1599,Bö M 5 (angebundenes Werk),DNB,1003924484
1003938116,Die @Figur der Erden,1741,Bö M 221/8° (angebundenes Werk),DNB,1003938116
1003941842,De @Europische Insecten ...,1730,Bö M 51 (angebundenes Werk),DNB,1003941842
1003942393,Maria Sybilla Meriaen Over de Voortteeling en wonderbaerlyke Veranderingen der Surinaamsche Insecten ...,1730,Bö M 51,DNB,1003942393
1003942571,"Novae regionum aliquot amaenissimarum delineationes, aeri incisae",1624,Bö M 11,DNB,1003942571
1003943012,Novae regionum aliquot amaenissimarum delineationes,1625,Bö M 11 (angebunden),DNB,1003943012
1003948243,"Topographia Hassiae et Regionum Vicinarum. Das ist Beschreibung der vorne[m]bsten Stätte und Plätze in Hessen, und den benachbahrten Landtschaften, als Buchen, Nassau, Wetteraw, Westerwaldt, Wittgenstein, Lohngaw, und andern",1646,Bö M 22,DNB,1003948243
1003961312,"Fasciculus myrrhae et thuris, seu orationes novae ad Christum, Christiparam & Coelites",1629,Bö M 35 (angebundenes Werk),DNB,1003961312
1003961460,"Monita sapientiae christianae, ad mores, et vitae spiritualis officia ...",1630,Bö M 35,DNB,1003961460
1003967248,"TESTAMEN||TVM DVODECIM PA=||triarcharum, filiorum Iacob, per Rober||tum Lincolinensem Episcopum, è|| Graeco in Latinum|| uersum.|| Floruit author Anno M.CC.XLII.|| IVLIANI|| POMERII, TOLETA=||ni Episcopi, contra Iudaeos|| libri tres.|| Hic author floruit Anno Christi|| DC.LXXXVI.||",1532,Bö M 226/8°,DNB,1003967248
1003968708,The @Whole Booke of Psalmes,1606,Bö M 71,DNB,1003968708
1003972721,C.CRISPI SALLVSTII|| de coniuratione Catilinae.|| Eiusdem de bello Iuguthino.|| Eiusdẽ oratio contra M.T.Cicer.|| M.T.CICERONIS oratio|| contra C. Crispum Sallustium.|| Eiusdem orationes quatuor contra|| Lucium Catilinam.|| PORTII LATRONIS de=||clamatio contra L.Catilinam.|| ORATIONES quaedam ex|| libris historiarum C.Crispi Sal||lustij.||,1521,Bö M 220 (2. angebundenes Werk),DNB,1003972721
1003972721,C. Crispi Sallvstii de coniuratione Catilinae. Eiusdem de bello Iugurthino. Eiusdem oratio contra M. T. Cicer. M. T. Ciceronis oratio contra C. Crispum Sallustium. Eiusdem orationes quatuor contra Lucium Catilinam. Portii Latronis declamatio contra L. Catilinam. Orationes quaedam ex libris historiarum C. Crispi Sallustij.,1521,Bö M 220 (2. angebundenes Werk),DNB,1003972721
1003973302,"INSTITVTIO=||NVM HEBRAICA=||RVM LIBRI V.|| I.De Orthographia.|| II.De Etymologia.|| III.De Syntaxi.|| IIII.De Prosodia.|| V.De Anomalis.|| EX PVBLICIS M.|| VALENTINI SCHIND=||leri Oederensis praelectionibus, in Aca-||demia Vitebergensi collecti, & in|| vsum eiusdem editi.||",1575,Bö M 305,DNB,1003973302
1003975054,Coelvm Stellatvm,1731,Bö M 221/8°,DNB,1003975054
1003976794,"Jacobi Slvperii, Herzelensis, Flandri, Poemata",1575,Bö M 252/8°,DNB,1003976794
1003983022,"Synesij Cyre/||naei, Aegyptii, seu|| DE PROVIDENTIA,|| Disputatio:|| CONVERSA IN LATINVM SER/||monem de exemplo manuscripto, cu/||ius discrepantia ab editione Gal/||lica diligentissime indi/||catur.|| ADDITA|| EPISTOLA EIVSDEM SYNE/||sij ad Orum, hactenus non edita: cum|| interpretatione Latina|| et ipsa.|| Elaborata omnia ab ESROMO RV/||DINGERO Papeper/||gensi.||",1557,Bö M 225,DNB,1003983022
1003985068,Hē @Kainē Diathēkē,1733,Bö M 384/8°,DNB,1003985068
1003991106,"MATTHAEI|| VVESENBECII I.C.|| Commentarij in|| tit. Cod.|| DE PACTIS,|| et|| DE FIDE INSTRV=||MENTORVM.|| Nunc primum ab ipsius haeredibus|| in lucem editi.||",1594,Bö M 381,DNB,1003991106
1003997244,Japanische Papiere,1907,Bb 40,DNB,1003997244
1003997643,Aus der Geschichte der Kaiserlichen Papiermühle in Bubentsch,1960,Ba 265,DNB,1003997643
1003997643,Aus der Geschichte der Kaiserlichen Papiermühle in Bubentsch,1960,Ba 265a,DNB,1003997643
1004082584,Tafel-Lieder zum 21. Bundes-Mahle der Hamburg-Altonaer Buchdrucker-Gesellschaft,1849,Bö B III 1659,DNB,1004082584
1004098995,Deutscher Buchdrucker-Verein,1876,Bö B III 675,DNB,1004098995
100419370X,Notice sur les imprimeries qui existent ou ont existé hors de lʹEurope,1843,,DNB,100419370X
1004199155,Stellung und Anwendung der Wasserzeichen,1954,Bd 89,DNB,1004199155
1004350325,Zur weiteren Arbeit an der Geschichte der Papierherstellung,1965,"Bh 3, [23]",DNB,1004350325
1004350325,Zur weiteren Arbeit an der Geschichte der Papierherstellung,1965,"Bh 3, [23]",DNB,1004350325
1004838867,Die @Mohamedanisch-arabische Kulturperiode,1889,1916 B 8401,DNB,1004838867
1006599819,Nietzsche,1901,Vu 93,DNB,1006599819
1007369930,"Jean Gutenberg, né en 1412 à Kuttenberg en Bohème",1847,Bö C IV 165,DNB,1007369930
1019502924,Index librorum prohibitorum Sanctissimi Domini Nostri Pii IX. Pont. Max. iussu editus,1877,Bö E IV 245,DNB,1019502924
1019506172,Appendix ad indicem novissimorum librorum prohibitorum in qua recensentur libri proscripti a die 4 Septembris 1876 ad diem 12 Julii 1877,1877,Bö E IV 245,DNB,1019506172
1023794314,A. Gellii viri disertissimi Noctium atticarum libri. XX. summa accuratione Ioannis Connelli Carnoten[sis]. ad recognitionem Beroaldinam repositi,1515,"III 73, 61",DNB,1023794314
