,Gruppe,digi,Lfd Nr.,AKZ,bbg_x,IDN,Link zum Portal,signatur_g_x,Signatur,"steht bei
/ Anm.
zur
Signatur",Provenienzmerkmal,Material,Format,Öffnungswinkel,Einschränkungen,Glasplatte ,Verpackung,Verpackung austauschen ,Schadensklasse,"notwendige Reparatur(en) vor der Digitalisierung, notwendige Reparatur(en) vor der Digitalisierung",Bemerkungen,"Fragen/ Hinweise
an DBSM",Fragen an M. Steinberg,"nicht
am Stand-ort","Größe ÜF
(BxH)","Breite
(nur Ausreißer)","Dicke
(>12 cm)","12° Format
(<15 cm)","Einband-
art","Einband-
art Kommentar","Einband über-
formt (ganz od. teilweise)",Buch bereits restau-riert,"hohler/
fester Rücken (mit Einlage/
Vergoldung?)","Steh-
kanten
(bei Perg.)",Leder pudert ab/roter Zerfall (extrem),Einband stark defor-miert,Be-schläge bes. auftra-gend,Buch-schließe steif,Buch-block Pa./Perg.,saures Füll-material,Register-marken,seitliche Heftung,Buch-block sehr wellig,"Buch-block neigt zum ""Bauch""",ge-schloss-ene Lagen,Falttafeln,"Größe Buch+
Falttafeln (BxH)",Original-grafik,Kolorier-ung / Buch-malerei / Initialen / Rubri-kation,berühr-ungsfreie Digit.,Schrift weit bis in den Falz (Bund-steg in mm) Text-verlust,nicht digitali-sierbar wegen Bund-steg (vorraus-sichtlich),max. Öffnungs-winkel,max. Öffnungs-winkel Kommentar,Digit. mit Begleit-ung,Digit. mit Begleit-ung Kommentar,Rest.-Bericht einge-klebt,Blatt mit Notizen zum Buch eingeklebt ,"Rest.
not-wendig (ja/nein) (vor/nach der Digit.)","Rest.-
Aufwand gesamt
(in Std.)","Rest.
erfolgt",Kassette,Schuber,Buch-schuh,Mappe ,Um-schlag,SB neu,Anmerkungen (allg.),"für Testphase
vorsehen","für Testphase
vorsehen Kommentar",Schutz-behältnis empfohlen,Foto für Erheb. Rest. angefertigt (ab August),feuchte-empfind-liches Leder,"Material am Rücken/
Einband lose / eingeris-sen (auch Titelschild)",Narben spaltet sich ab,"Gelenk(e) 
an/durch-gebro-chen",Bünde gebro-chen (Anzahl),"Rücken lose/
halb lose",Be-schläge locker,"Buch
schließe fragil",Deckel spaltet sich / Fehlstelle im Deckel,Deckel gebro-chen,Deckel lose / halb lose,"Kapital fragil/
lose","Rest.-Aufwand Einband
(in Std.)",Anmerkungen für die Restaurierung am Einband,"Ver-schmutz-ung (Vorsatz / Ränder /
ges. BB)",mikro-bieller Befall,Farb-schicht pudert,Buch-block / Seiten verblockt,erste / letzte Lage oder Seiten lose,(halb-) lose Seiten im BB,Heftung zerstört,Risse / Fehl-stellen im Vorsatz,Risse im Text-bereich / an exponier-ter Stelle (z.B. Ecke),Risse am Rand,"Fehl-stellen im BB
(groß) ",Insekten-fraß (stark),Falten / Knicke,"saures /
brüchiges Papier",Tinten-/ Farbfraß (akut),Register-marken fragil,"Klebe-
streifen ablösen","Rest.-Aufwand Buchblock
(in Std.)",Anmerkungen für die Restaurierung am Buchblock,idn,akz,bbg_y,standort,signatur_g_y,signatur_a,titel,stuecktitel,umfang,f4243,f4256,f4241,f4105_9,f4105_g,ausleihcode,sig_komm,f4801_a,bibliothek,einrichtung,exemplar,wert
493,Bö M,True,490.0,L-1800-181129477,Abvz,01631526X,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D01631526X,Bö M 358/8°,Bö M 358/8°,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,Bö M,True,488.0,L-1800-181129477,Abvz,01631526X,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D01631526X,Bö M 358/8°,Bö M 358/8° - 1801,,X,Papier- oder Pappeinband,bis 25 cm,180°,,,,,0.0,,,,,,,,,,Pa,,,,h/E,,,,,,Pa,,,,,,,,,,,,,,110,,,,,,n,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,Bö M,True,489.0,L-1801-42119958X,Afl,1140949446,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1140949446,Bö M 358/8°,Bö M 358/8°,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,Bö M,True,491.0,L-1552-181208679,Aal,1003939422,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003939422,Bö M 359/8°,Bö M 359/8°,,X,Ledereinband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?","fester Rücken mit Schmuckprägung, welliger Buchblock, Schrift bis in den Falz",,Papierumschlag ,Ja,0.0,,,,,,,,,,HD,,,,f,,,,,,Pa,,,,x,,,,,,,,2.0,x,80,,,,,,n,0.0,,,,,,x sauer,x,,,,Box (sperrt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,Bö M,True,492.0,L-1585-315307986,Aaf,1066848920,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1066848920,Bö M 360,Bö M 360,GF,,Pergamentband,bis 25 cm,nur sehr geringer Öffnungswinkel,"hohler Rücken, Einband mit Schutz- oder Stoßkanten, Schrift bis in den Falz",,Kassette,Nein,0.0,,Originaleinband separat,,,,,,,,Pg,,,,h,x,,,,,Pa,,,,,,,,,,,,2.0,x,80,,,,,,n,0.0,,Gewebe,,,,,,Origianleinband liegt bei (steht deshalb bei GF),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,Bö M,True,493.0,L-1587-181280027,Aal,1003969526,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003969526,Bö M 361/8°,Bö M 361/8°,,X,"Ledereinband, Schließen, erhabene Buchbeschläge",bis 25 cm,nur sehr geringer Öffnungswinkel,,,Papierumschlag ,Ja,1.0,,,,,,,,,,HD,,,,f,,,,,,Pa,,,,xx,,,,,,,,2.0,x,45,,,,,,ja vor,3.0,,,,,,x sauer,x,"geringer Schimmelbefall, keine Gefahr",,,Box (sperrt extrem),,,,,,,,,,,,,,,,,x,,,,,,x,x,,x,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
499,Bö M,True,494.0,L-1544-315321083,Aaf,1066862508,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1066862508,Bö M 362,Bö M 362,,X,Ledereinband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?","hohler Rücken, welliger Buchblock",,Kassette,Nein,2.0,,,,,,,,,,L,,,,f,,,,,,Pa,,,,x,,,,,,,,,,45,,,,,,n,0.0,,Gewebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,Bö M,True,495.0,L-1515-181286270,Aal,1003975550,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003975550,Bö M 363,Bö M 363,,X,Halbpergamentband,bis 25 cm,180°,hohler Rücken,,,Signaturfahne austauschen,0.0,,,,,,,,,,HPg,,,,h/E,,,,,,Pa,,,,,,,,,,,,,,110,,,,,,n,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,Bö M,True,496.0,L-1512-181154374,Aal,1003903347,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003903347,Bö M 364/8°,Bö M 364/8°,,X,Halbpergamentband,bis 25 cm,180°,"hohler Rücken, erhabene Illuminationen",nicht auflegen,,Signaturfahne austauschen,0.0,,,,,,,,,,HPg,,,,h/E,,,,,,Pa,,,,,,,,,,,,,,110,,,,,,n,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,Bö M,True,497.0,L-1650-181115212,Aal,1003866514,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003866514,Bö M 365/8°,Bö M 365/8°,,X,Papier- oder Pappeinband,bis 25 cm,180°,"hohler Rücken, welliger Buchblock, gefaltete Blätter",,Kassette,Nein,1.0,,,,,,,,,,Pa,"
flexibler Kartonumschlag mit Einschlägen (Interim)",,,h,,,,,,Pa,,,,,,,x,"B: 16,5x23,0
F: 16,5x29,0",,,,,,110,,,,,,n,0.0,,Gewebe,,,,,,"keine klassische Falttafel, sondern Heft, dass in Rückumschlag eingeklebt ist",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,Bö M,True,498.0,L-1776-181285894,Aal,1003975178,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003975178,Bö M 366,Bö M 366,,X,Halbpergamentband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?","hohler Rücken, erhabene Illuminationen",nicht auflegen,,Signaturfahne austauschen,0.0,,,,,,,,,,HPg,,,,h/E,,,,,,Pa,,,,,,,,,x,,x,,,110,,,,,,n,0.0,,,,,,,,,,,Box (sperrt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003975178,L-1776-181285894,Aal,DBSM/M/Bö,Bö M 366,Bö M 366,De Anima brutorum commentaria : curiosum nobis natura ingenium dedit (Seneca de Vita Beata Cap. 32), : ,"[4] Bl., 256 S.",,,,,,m,,,,1.0,2.0,"7500,00 EUR"
504,Bö M,True,499.0,L-1780-181279770,Aal,1003969240,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003969240,Bö M 367/8°,Bö M 367/8°,GF,,Ledereinband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?","fester Rücken mit Schmuckprägung, welliger Buchblock",,Kassette,Nein,0.0,,,,,,,,,,L,,,,f/V,,,,,,Pa,,,,,,,,,,,,,,60,,,,,,n,0.0,,Gewebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,Bö M,True,500.0,L-1502-315194421,Aaf,1066772037,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1066772037,Bö M 368,Bö M 368,,X,Papier- oder Pappeinband,bis 25 cm,180°,"hohler Rücken, erhabene Illuminationen",nicht auflegen,,Signaturfahne austauschen,0.0,,gereinigt,,,,,,,,Pa,,,,h/E,,,,,,Pa,,,,,,,,,,,,,,180,,,,,,n,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,Bö M,True,501.0,L-1872-181193663,Aal,1003925251,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003925251,Bö M 369/8°,Bö M 369/8°,,X,Broschur,bis 25 cm,180°,,,Papierumschlag ,Ja,2.0,,gereinigt,,,,,,,,Br,,,,f,,,,,,Pa,,,,,,,,,,,,,,110,,,,,,n,0.0,,,,,,x sauer,x,,,,Jurismappe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,Bö M,False,502.0,L-1584-315464097,,1066936226,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1066936226,,Bö M 370,,X,Pergamentband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?","Einband mit Schutz- oder Stoßkanten, hohler Rücken",,Papierumschlag ,Ja,0.0,,,,,,,,,,Pg (Mak.),"
flexibler Pg",,,h,x,,,,,Pa,,,,,,,,,,,,,,80,,,,,,n,0.0,,,,,,x sauer,x,,,,Box (flexibler Pg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1066936226,L-1584-315464097,Aaf,DBSM/M/Bö,Bö M 370,Bö M 370,Berůff So ein E. Rath der Statt Augspurg den 14. Junij Anno 1584. auff den Plätzen der Statt thůn vnd Publicieren lassen : , : ,[6] Bl.,,,,1137889500,Qd,,,,,1.0,2.0,
508,Bö M,True,,L-9999-414171632,Qd,1137889500,,Bö M 370,Bö M 370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,Bö M,False,503.0,L-1587-676554822,,1210219026,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1210219026,,Bö M 370 (1. angebundenes Werk),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,Bö M,False,504.0,L-1586-67655394X,,993921515,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D993921515,,Bö M 370 (2. angebundenes Werk),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,Bö M,False,505.0,L-1586-67655394X,,993921515,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D993921515,,Bö M 370 (2. angebundenes Werk),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,Bö M,True,506.0,L-1510-181189321,Aal,1003921310,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003921310,Bö M 372/8°,Bö M 372/8°,,X,Papier- oder Pappeinband,bis 25 cm,180°,hohler Rücken,,,Signaturfahne austauschen,0.0,,,,,,,,,,Pa,,,,h/E,,,,,,Pa,,,,,,,,,,R,,,,110,,,,,,n,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,Bö M,True,507.0,L-1502-181273314,Aal,1003962998,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003962998,Bö M 373,Bö M 373,,,Papier- oder Pappeinband,bis 25 cm,180°,,,,Signaturfahne austauschen,0.0,,,,,,,,,,Pa,,,,h/E,,,,,,Pa,,,,,,,,,,R,,,,180,,,,,,n,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,Bö M,True,508.0,L-1804-181115484,Afl,1003866743,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003866743,Bö M 374/8°,Bö M 374/8°,,,Papier- oder Pappeinband,bis 25 cm,180°,,,Kassette,Nein,0.0,,,,,,,,,,Br,,,,f,,,,,,Pa,,,,,,,,,,,,,,max 110,,,,,,n,0.0,,Gewebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,Bö M,True,,L-9999-42208624X,Qd,1141698420,,Bö M 375,Bö M 375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,Bö M,False,509.0,L-1640-180652478,,1003804330,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003804330,,Bö M 375 - 1/8°,,X,Halbpergamentband,bis 25 cm,180°,hohler Rücken,,,Signaturfahne austauschen,0.0,,,,,,,,,,HPg,,,,h/E,,,,,,Pa,,,,,,,,,,,,,,180,,,,,,n,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003804330,L-1640-180652478,Aal,DBSM/M/Boe,Bö M 375 - 1/8°,Bö M 375 - 1/8°,Historia schola principum : , : ,[32] Bl.,,,,1141698420,Qd,,,"ehem. Sammelband 1963 aufgelöst u. Werke einzeln gebunden; in VD 17 wird der Umfang mit [36] Bl. angegeben, außerdem Unterschiede im Kupfertitel - vermutl. Druckvariante",,1.0,2.0,
517,Bö M,False,510.0,L-1610-181145863,,1003894925,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003894925,,Bö M 375 - 2/8°,,X,Halbpergamentband,bis 25 cm,180°,hohler Rücken,,,Signaturfahne austauschen,0.0,,,,,,,,,,HPg,,,,h/E,,,,,,Pa,,,,,,,,,,,,,,180,,,,,,n,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003894925,L-1610-181145863,Aal,DBSM/M/Bö,Bö M 375 - 2/8°,Bö M 375 - 2/8°,Genealogia synoptica illustrissimae domus Marchionum Brandenburgensium : Ex probatis Autoribus & monumentis publicis collecta & continuata usq[ue] ad , : ,"39, [1] S.",,,,1141698420,Qd,,,ehem. Sammelband 1963 aufgelöst u. Werke einzeln gebunden,,1.0,2.0,
518,Bö M,False,511.0,L-1643-181121557,,1003872034,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003872034,,Bö M 375 - 3/8°,,X,Halbpergamentband,bis 25 cm,180°,Schrift bis in den Falz,,,Signaturfahne austauschen,0.0,,,,,,,,,,HPg,,,,h/E,,,,,,Pa,,,,,,,,,,,,2.0,,180,,,,,,n,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003872034,L-1643-181121557,Aal,DBSM/M/Bö,Bö M 375 - 3/8°,Bö M 375 - 3/8°,"Stemmata Principum Daniae, Holsatiae & Oldenburgi hoc ordine Chytraeo, Hamelmanno, Gerschovio ... : ", : ,50 ungezählte Seiten,,,,1141698420,Qd,,,ehem. Sammelband 1963 aufgelöst u. Werke einzeln gebunden,,1.0,2.0,
519,Bö M,False,512.0,L-1620-181122804,,1003873111,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003873111,,Bö M 375 - 4/8°,,X,Halbpergamentband,bis 25 cm,180°,hohler Rücken,,,Signaturfahne austauschen,0.0,,,,,,,,,,HPg,,,,h/E,,,,,,Pa,,,,,,,,,,,,,,180,,,,,,n,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003873111,L-1620-181122804,Aal,DBSM/M/Bö,Bö M 375 - 4/8°,Bö M 375 - 4/8°,"M. Theod. Eberti Professoris Academici Chronologia Praecipuorum Sanctioris Linguae Doctorum ab initio Mundi, usque ad praesens tempus delineata ... : ", : ,"[4] Bl., 51 S., [2] Bl.",,,,1141698420,Qd,,,ehem. Sammelband 1963 aufgelöst u. Werke einzeln gebunden,,1.0,2.0,
520,Bö M,False,513.0,L-1635-181152894,,1003901972,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003901972,,Bö M 375 - 5/8°,,X,Halbpergamentband,bis 25 cm,180°,hohler Rücken,,,Signaturfahne austauschen,0.0,,,,,,,,,,HPg,,,,h/E,,,,,,Pa,,,,,,,,,,,,,,180,,,,,,n,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003901972,L-1635-181152894,Aal,DBSM/M/Bö,Bö M 375 - 5/8°,Bö M 375 - 5/8°,"De Notis naturalibus, genitivis et gentilitiis meditatio historica ... Harum Appellationes Varias, Originem, Causas, Genera, Prout Nunc Gentibus, nunc", : ,"[4] Bl., 48 S., [6] Bl.",,,,1141698420,Qd,,,ehem. Sammelband 1963 aufgelöst u. Werke einzeln gebunden,,1.0,2.0,
521,Bö M,True,514.0,L-1552-315492619,Aaf,1066962219,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1066962219,Bö M 376/8°,Bö M 376/8°,,X,Halbpergamentband,bis 25 cm,180°,hohler Rücken,,,Signaturfahne austauschen,0.0,,,,,,,,,,HPg,,,,h/E,,,,,,Pa,,,,,,,,,,,,,,110,,,,,,n,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,Bö M,True,515.0,L-1718-180649213,Aal,1003801153,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003801153,Bö M 377/8°,Bö M 377/8°,,X,Papier- oder Pappeinband,bis 25 cm,180°,gefaltete Blätter,,,Signaturfahne austauschen,1.0,,,,,,,,,,Pa,,,,f,,,,,,Pa,,,,,,,x,,,,,,,110,,,,,,n,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,Bö M,True,516.0,L-1851-181298775,Aal,1003987656,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003987656,Bö M 378/8°,Bö M 378/8°,,X,Halbgewebeband,bis 25 cm,180°,hohler Rücken,,,Signaturfahne austauschen,0.0,,,,,,,,,,G,,,,h/E,,,,,,Pa,,,,,,,,,,,,,,110,,,,,,n,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,Bö M,True,517.0,L-1527-315494239,Aaf,1066964025,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1066964025,Bö M 379,Bö M 379,,X,Ledereinband,bis 25 cm,180°,,,Kassette,Nein,1.0,,,,,,,,,x,L,,,x,f,,,,,,Pa,,,,,,,,,,,,,,60,,,,,,ja vor,1.0,,Gewebe,,,,,,,,,,,x,,,v,4.0,,,,,,x,,1.0,Deckel nur mit Japanpapierstreifen im Buchblock fixieren --> Minimaleingriff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,Bö M,True,518.0,L-1550-406957541,Af,1132640172,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1132640172,Bö M 380,Bö M 380,,X,"Ledereinband, Schließen, erhabene Buchbeschläge",bis 25 cm,"80° bis 110°, einseitig digitalisierbar?",Schrift bis in den Falz,,Kassette,Nein,0.0,,,,,,,,,,HD,,,x,f,,,,,,Pa,,,,,,,,,,,,4.0,,max 110,,,,,,n,0.0,,Gewebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,Bö M,False,519.0,L-1594-181302152,,1003991106,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003991106,,Bö M 381,,X,Pergamentband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?",Einband mit Schutz- oder Stoßkanten,,Papierumschlag ,Ja,0.0,,,,,,,,,,Pg,,,,h,x,,,,,Pa,,,,,,,,,,,,,,60,,,,,,n,0.0,,,,,,x sauer,x,,,,Box (sperrt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003991106,L-1594-181302152,Aal,DBSM/M/Bö,Bö M 381,Bö M 381,"MATTHAEI|| VVESENBECII I.C.|| Commentarij in|| tit. Cod.|| DE PACTIS,|| et|| DE FIDE INSTRV=||MENTORVM.|| Nunc primum ab ipsius haeredibus|| in lucem ", : ,"[8] Bl., 416 S., [12] Bl.",,,,1138319503,Qd,,,,,1.0,2.0,
527,Bö M,True,,L-9999-41483643X,Qd,1138319503,,Bö M 381,Bö M 381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,Bö M,False,520.0,L-1593-181114895,,1003866212,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003866212,,Bö M 381 (1. angebundenes Werk),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,Bö M,True,521.0,L-1559-315492090,Aaf,1066961697,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1066961697,Bö M 382,Bö M 382,,X,Halbledereinband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?",hohler Rücken,,,Signaturfahne austauschen,0.0,,,,,,,,,,HPg,,,,h/E,,,,,,Pa,,,,,,,,,,,,,,110,,,,,,n,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,Bö M,True,522.0,L-1535-315494174,Aaf,1066963967,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1066963967,Bö M 383,Bö M 383,,X,Halbledereinband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?",hohler Rücken,,,Signaturfahne austauschen,0.0,,,,,,,,,,HPg,,,,h/E,,,,,,Pa,,,,,,,,,,,,,,110,,,,,,n,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,Bö M,False,523.0,L-1725-181296152,,1003985068,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003985068,,Bö M 384/8°,,X,Halbledereinband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?",hohler Rücken,,Papierumschlag ,Ja,0.0,,,,,,,,,,HL,,,,h/E,,,,,,Pa,,,,,,,,,,,,,,45,,,,,,n,0.0,,,,,,x sauer,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003985068,L-1725-181296152,Aal,DBSM/M/Bö,Bö M 384/8°,Bö M 384/8°,Hē @Kainē Diathēkē : Ad Optimas Quasque Editiones Collatum Et Excusum ; Adjectis Nonnullis Variantibus Lectionibus Et Notis Nec Non Harmonia Evangelio, : ,"5 Seiten, 16 ungezählte Seiten, 440 Seiten",,,,1142180042,Qd,,,,,1.0,2.0,
532,Bö M,True,,L-9999-422697222,Qd,1142180042,,Bö M 384/8°,Bö M 384/8°,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,Bö M,False,524.0,L-1733-422697508,,1142180409,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1142180409,,Bö M 384/8° (angebunden),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
